,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams_in_millions,months_since_released,mthly_streams
0,Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703,125,B,Major,80,89,83,31,0,8,4,141.3817,5,28.27634
1,LALA,Myke Towers,1,2023,3,23,1474,48,133716286,92,C#,Major,71,61,74,7,0,10,4,133.71629,9,14.85737
2,vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974,138,F,Major,51,32,53,17,0,31,6,140.00397,6,23.334
3,Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,170,A,Major,55,58,72,11,0,11,15,800.84082,53,15.1102
4,WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322,144,A,Minor,65,23,80,14,63,11,6,303.23632,7,43.31947
5,Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234,141,C#,Major,92,66,58,19,0,8,24,183.70623,7,26.24375
6,Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,148,F,Minor,67,83,76,48,0,8,3,725.98011,9,80.66446
7,Columbia,Quevedo,1,2023,7,7,714,43,58149378,100,F,Major,67,26,71,37,0,11,4,58.14938,5,11.62988
8,fukumean,Gunna,1,2023,5,15,1096,83,95217315,130,C#,Minor,85,22,62,12,0,28,9,95.21732,7,13.60247
9,La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067,170,D,Minor,81,56,48,21,0,8,33,553.63407,9,61.5149
10,un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,83,F#,Minor,57,56,72,23,0,27,5,505.67144,8,63.20893
11,Super Shy,NewJeans,1,2023,7,7,422,55,58255150,150,F,Minor,78,52,82,18,0,15,7,58.25515,5,11.65103
12,Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716,118,0,Major,71,65,68,6,0,3,7,1316.85572,11,119.71416
13,Daylight,David Kushner,1,2023,4,14,3528,98,387570742,130,D,Minor,51,32,43,83,0,9,3,387.57074,8,48.44634
14,As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493,174,F#,Minor,52,66,73,34,0,31,6,2513.18849,21,119.67564
15,Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,89,G#,Major,64,43,73,5,17,16,4,1163.09365,12,96.92447
16,Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686,120,B,Minor,78,76,59,43,0,34,3,496.79569,10,49.67957
17,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,873,104,30546883,78,0,Major,44,14,9,96,0,10,3,30.54688,5,6.10938
18,Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,100,B,Major,86,67,66,14,0,12,16,335.22223,9,37.24691
19,Like Crazy,Jimin,1,2023,3,24,596,68,363369738,120,G,Major,63,36,73,0,0,36,4,363.36974,9,40.37442
20,LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842,140,F,Minor,65,87,74,22,0,42,4,86.44484,6,14.40747
21,I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248,123,F#,Major,69,82,76,6,0,6,3,52.13525,5,10.42705
22,I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226,135,0,Minor,48,44,42,12,2,11,3,1297.02623,133,9.75208
23,"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,133,F,Minor,85,81,67,26,0,12,5,200.64722,7,28.66389
24,Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561,99,C#,Major,85,83,68,7,0,36,20,115.36456,7,16.48065
25,SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654,130,G,Minor,79,96,86,9,0,9,9,78.30065,6,13.05011
26,Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384,107,B,Major,80,82,80,43,0,14,4,899.18338,21,42.81826
27,MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289,122,F#,Minor,81,74,71,14,0,56,4,61.24529,6,10.20755
28,Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,204,F#,Major,52,52,68,46,0,15,4,429.82981,11,39.07544
29,Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954,110,B,Minor,67,78,85,2,0,33,5,127.40895,7,18.20128
30,Rush,Troye Sivan,1,2023,7,13,864,78,22581161,126,F,Minor,74,35,84,0,0,11,6,22.58116,5,4.51623
31,TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266,168,F#,Major,56,63,87,39,0,11,5,52.29427,6,8.71571
32,Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,98,C#,Minor,71,17,61,36,0,8,5,843.95751,13,64.91981
33,Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,97,E,Major,64,51,63,12,0,19,5,999.74828,14,71.41059
34,TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,180,E,Minor,72,61,63,67,0,9,28,618.99039,10,61.89904
35,Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,123122413,120,0,Major,81,63,68,11,0,11,4,123.12241,7,17.58892
36,Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,150,F#,Major,61,39,73,37,0,11,3,188.9335,8,23.61669
37,Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075,96,F,Major,75,57,68,9,0,13,6,1355.95908,121,11.20627
38,Style,Taylor Swift,1,2014,1,1,7830,42,786181836,95,D,Major,60,48,79,0,0,12,4,786.18184,121,6.49737
39,TQM,Fuerza Regida,1,2023,5,19,584,28,176553476,125,F,Minor,79,96,85,27,0,11,6,176.55348,7,25.22193
40,El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,144,A,Minor,56,84,65,23,0,10,6,354.49541,10,35.44954
41,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550,90,D,Major,76,91,50,54,0,7,5,2808.09655,63,44.57296
42,I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,128,G,Minor,56,38,97,4,0,35,4,1109.43317,16,69.33957
43,See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,79,F#,Major,56,58,56,37,0,11,10,1047.10129,78,13.42438
44,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199,144,0,Major,77,75,58,52,0,23,25,65.1562,6,10.85937
45,Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,122,F,Major,67,49,64,10,0,10,3,570.51505,37,15.41933
46,I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420,140,0,Major,71,82,81,11,0,6,5,1085.68542,19,57.14134
47,Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,134,C#,Minor,59,51,52,9,0,15,7,1647.9904,86,19.16268
48,Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,186,G,Major,68,49,59,16,0,13,28,2565.52969,88,29.15375
49,Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,67,C#,Minor,53,50,53,23,0,44,7,518.74511,10,51.87451
50,El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850,106,A#,Minor,72,17,64,7,0,10,5,107.75385,7,15.39341
51,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,128,G,Major,60,23,91,0,0,12,3,177.74067,8,22.21758
52,AMARGURA,Karol G,1,2023,2,24,1133,39,153372011,107,F#,Minor,92,55,70,18,0,15,7,153.37201,10,15.3372
53,(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440,130,G,Minor,67,96,88,12,19,8,4,57.87644,6,9.64607
54,Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666,123,E,Minor,45,13,54,70,0,9,4,1813.67367,136,13.33584
55,Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,171,C#,Major,50,38,80,0,0,9,7,3703.89507,49,75.5897
56,Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,137,G,Minor,64,88,72,51,0,17,5,256.48338,10,25.64834
57,La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,125,G,Minor,84,85,68,58,0,22,4,1214.08336,19,63.89912
58,S91,Karol G,1,2023,7,14,525,41,16011326,128,0,Minor,86,42,72,59,0,9,19,16.01133,5,3.20227
59,cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,130,0,Minor,61,53,58,55,0,27,4,812.01956,41,19.80536
60,Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664,130,B,Major,86,59,96,50,1,9,5,111.94766,8,13.99346
61,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,133,F,Major,70,86,81,25,0,25,5,156.33862,11,14.2126
62,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,101,D,Major,88,72,59,62,0,9,3,720.43424,18,40.02412
63,BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,95,F,Minor,77,53,64,74,0,17,14,357.92573,9,39.76953
64,Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,98,C#,Minor,90,40,59,0,0,10,29,674.07271,15,44.93818
65,Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421,173,B,Major,43,28,66,0,0,23,3,1755.21442,304,5.77373
66,Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,90,G#,Major,64,10,62,7,0,48,7,404.56284,14,28.89735
67,People,Libianca,1,2022,12,2,3506,56,373199958,198,A#,Minor,59,71,42,55,0,10,7,373.19996,13,28.70769
68,Overdrive,Post Malone,1,2023,7,14,410,36,14780425,140,C#,Major,56,48,73,0,0,35,4,14.78042,5,2.95608
69,Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178,82,G#,Major,51,22,53,1,0,15,3,39.57818,5,7.91564
70,BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102,130,C#,Minor,77,84,89,17,0,43,5,54.2661,6,9.04435
71,Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762,81,B,Major,76,53,53,44,0,9,9,2557.97576,42,60.90418
72,golden hour,JVKE,1,2022,7,15,4511,36,751134527,94,C#,Minor,51,14,59,65,18,25,3,751.13453,17,44.18438
73,Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485,124,A#,Major,61,41,81,5,2,10,3,2282.77149,141,16.18987
74,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,128,D,Major,62,55,78,1,3,23,4,1356.56509,18,75.36473
75,Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,138,F,Minor,49,42,62,9,0,11,3,1592.90979,194,8.21088
76,Here With Me,d4vd,1,2022,7,17,3246,23,635412045,132,E,Major,58,27,48,50,0,12,3,635.41204,17,37.37718
77,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,131,D,Major,71,24,47,1,0,27,9,1230.67589,15,82.04506
78,Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368,168,F#,Minor,78,58,73,5,0,10,7,585.69537,12,48.80795
79,CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,370,20,43857627,98,C#,Major,68,40,79,33,0,30,6,43.85763,6,7.3096
80,Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,102,C#,Major,48,50,73,43,0,15,4,2009.09467,596,3.37096
81,Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,101,A#,Major,34,32,57,78,0,20,3,600.97685,20,30.04884
82,Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092,130,F,Major,63,36,34,76,0,35,9,39.70909,6,6.61818
83,Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929,142,D,Major,50,20,64,1,0,12,3,39.22893,5,7.84579
84,STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,170,C#,Major,59,48,76,4,0,10,5,2665.34392,30,88.8448
85,El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,124,G#,Minor,78,70,68,3,1,11,4,223.63324,10,22.36332
86,Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,110,C#,Major,50,45,41,75,0,11,3,2887.24181,62,46.56842
87,Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,92,C#,Minor,91,43,71,9,0,9,8,1440.75782,20,72.03789
88,Makeba,Jain,1,2015,6,22,6060,53,165484133,116,D,Major,82,40,66,39,51,25,7,165.48413,103,1.60664
89,MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50,58054811,129,A,Major,63,84,82,70,8,9,7,58.05481,140,0.41468
90,Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,98,G#,Major,71,67,60,19,0,12,3,157.05887,9,17.45099
91,What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,172,C#,Minor,74,76,76,6,0,10,9,95.132,9,10.57022
92,Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,150,D,Major,68,14,76,4,0,10,4,250.30525,9,27.81169
93,Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23,685032533,136,A,Minor,62,19,53,11,0,6,4,685.03253,74,9.2572
94,Still With You,Jung Kook,1,2020,6,5,31,39,38411956,88,C#,Minor,53,34,47,9,0,83,4,38.41196,43,0.8933
95,All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,143,D#,Major,83,69,44,15,0,10,33,144.56515,7,20.65216
96,Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,100,F#,Minor,49,17,35,71,9,11,3,127.56754,9,14.17417
97,Snooze,SZA,1,2022,12,9,2839,25,399686758,143,F,Major,56,39,55,14,0,11,13,399.68676,12,33.30723
98,Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,112,C#,Minor,56,24,66,7,0,12,3,983.63751,158,6.22555
99,Take Two,BTS,1,2023,6,9,674,47,118482347,93,G,Major,62,57,59,3,0,38,3,118.48235,6,19.74706
100,Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,206,G,Major,43,50,55,50,0,15,10,882.83118,146,6.04679
101,Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,88,G,Minor,68,17,71,15,0,11,5,286.40016,13,22.03078
102,Chemical,Post Malone,1,2023,4,14,2528,39,172825906,170,D,Major,50,37,90,0,0,12,5,172.82591,8,21.60324
103,Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,84,E,Minor,62,24,67,21,0,13,28,1241.55904,243,5.1093
104,New Jeans,NewJeans,1,2023,7,7,77,35,29562220,134,E,Minor,81,53,72,51,0,12,5,29.56222,5,5.91244
105,Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611,158,A#,Major,54,50,40,61,0,10,6,77.30961,20,3.86548
106,Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,116,C#,Major,80,92,80,4,0,10,3,1605.22451,74,21.69222
107,Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,117,C#,Major,61,45,69,2,0,9,3,1116.99563,81,13.79007
108,Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,114,F,Minor,77,65,72,2,0,7,5,838.0799,34,24.64941
109,Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,108,D,Minor,61,47,68,0,0,13,3,1163.62069,158,7.36469
110,Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,144,E,Minor,74,37,53,7,0,21,10,1093.60553,146,7.49045
111,Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,130,F,Major,51,18,44,76,0,11,3,179.65929,13,13.81995
112,LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561,116,B,Major,77,79,62,33,1,15,3,39.05856,6,6.50976
113,Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123,121,G,Major,65,49,78,0,0,17,4,36.91212,5,7.38242
114,Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,112,G,Major,64,54,81,36,0,11,6,1205.95161,473,2.54958
115,No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,100,A#,Minor,70,47,52,30,0,6,33,1791.00057,110,16.28182
116,Tattoo,Loreen,1,2023,2,25,2988,59,201660859,150,D#,Minor,55,30,78,24,0,12,8,201.66086,10,20.16609
117,Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,120,F,Minor,84,96,71,18,0,34,17,248.08896,10,24.8089
118,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,127,B,Minor,82,89,85,4,0,23,6,90.83975,7,12.97711
119,august,Taylor Swift,1,2020,7,24,7324,22,607123776,90,F,Major,51,42,61,53,0,9,3,607.12378,41,14.8079
120,LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,128,A,Minor,75,79,63,33,0,15,4,55.84234,6,9.30706
121,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,143,A,Major,64,31,87,4,4,8,4,211.05078,9,23.45009
122,Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,139,G#,Major,74,68,68,3,0,26,4,342.89794,17,20.17047
123,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,162,A#,Major,49,78,64,19,0,11,4,0.00276,12,0.00023
124,Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,92,0,Major,81,39,60,31,0,7,3,330.34642,31,10.65634
125,Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,95,F,Major,87,57,55,10,0,29,7,601.86382,16,37.61649
126,Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,146,D,Major,63,88,93,3,0,10,8,1953.53383,150,13.02356
127,Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,95,0,Major,55,56,82,12,0,34,5,2322.58012,50,46.4516
128,lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,115,E,Minor,35,12,30,93,0,10,3,2355.71989,77,30.59376
129,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,128,B,Major,78,59,65,10,0,26,5,66.9025,6,11.15042
130,Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,130,E,Minor,82,69,83,3,0,27,5,96.27375,7,13.75339
131,OMG,NewJeans,1,2023,1,2,1783,27,430977451,127,A,Minor,80,74,77,36,0,11,4,430.97745,12,35.91479
132,Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,150,D,Major,42,20,86,21,0,9,9,284.81987,158,1.80266
133,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,122,D,Minor,78,50,63,27,0,9,5,721.9756,11,65.63415
134,505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,140,0,Major,52,20,85,0,0,7,5,1217.12071,203,5.99567
135,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,140,0,Major,63,22,54,46,0,12,8,109.27613,7,15.61088
136,Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,119,C#,Minor,75,48,53,18,0,18,34,276.25918,13,21.25071
137,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,110,G,Minor,76,96,72,32,0,9,4,54.22563,7,7.74652
138,Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,95,G#,Major,60,17,45,16,0,11,2,2559.52907,85,30.11211
139,Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,132,F#,Major,56,20,55,45,1,32,3,681.58313,17,40.09313
140,Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,125,A#,Minor,77,74,78,4,0,23,11,2594.04013,84,30.88143
141,Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,124,D#,Minor,84,65,50,67,0,13,6,81.10225,7,11.58604
142,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,133,B,Minor,93,68,65,42,0,12,25,11.95664,7,1.70809
143,Without Me,Eminem,1,2002,1,1,21081,43,1687664027,112,G,Major,92,67,66,0,0,36,9,1687.66403,267,6.32084
144,QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388,97,0,Major,79,92,89,5,0,6,5,11.59939,5,2.31988
145,Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,90,F,Minor,59,52,48,38,5,10,11,611.70055,86,7.1128
146,Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,80,D#,Minor,65,27,69,8,0,53,4,1133.86579,20,56.69329
147,Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,172,A,Major,45,33,59,6,0,8,3,1089.40249,243,4.48314
148,Those Eyes,New West,1,2019,5,10,1507,14,411747614,120,E,Major,60,24,35,73,0,31,3,411.74761,56,7.35264
149,El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,140,G,Minor,74,96,80,18,0,5,5,255.9324,11,23.26658
150,Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,128,A,Minor,81,90,77,1,0,9,5,31.87354,6,5.31226
151,Bye,Peso Pluma,1,2023,5,26,324,14,95053634,122,0,Major,78,70,81,57,0,10,5,95.05363,7,13.57909
152,Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,130,0,Major,47,86,92,8,0,5,24,1279.43486,170,7.52609
153,Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,160,A,Major,69,61,71,33,0,31,20,233.80163,11,21.25469
154,Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,144,F,Major,73,87,70,6,0,28,5,1481.34998,134,11.05485
155,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,192,B,Major,50,85,52,11,0,28,6,142.09527,9,15.78836
156,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,163,0,Major,54,40,67,0,0,9,17,618.88553,18,34.38253
157,Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,122,C#,Minor,66,48,71,6,0,12,4,2011.46418,133,15.12379
158,Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,154,D,Major,61,41,74,21,0,40,6,1167.33074,33,35.37366
159,Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,117,A,Minor,73,31,69,6,0,11,4,929.96481,51,18.2346
160,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,138,G,Minor,78,89,83,10,0,12,5,436.02788,11,39.6389
161,Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,96,0,Major,86,74,80,33,0,8,6,657.72361,237,2.77521
162,One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,104,C#,Major,77,36,63,1,0,36,5,2713.92235,94,28.87151
163,Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,164,G#,Major,45,24,62,8,0,16,3,621.66099,170,3.65683
164,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,118,0,Major,68,61,82,2,0,50,3,1591.22378,46,34.59182
165,Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,81,B,Minor,68,51,60,3,0,19,10,950.90647,165,5.76307
166,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,117,C#,Major,82,73,45,54,0,7,3,1593.27074,498,3.19934
167,The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,174,D,Major,45,10,37,97,25,64,4,1410.08883,108,13.05638
168,We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,128,C#,Major,73,60,77,3,0,11,4,1235.00553,158,7.81649
169,When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,145,0,Major,60,43,27,94,0,14,4,1661.18732,134,12.39692
170,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,150,C#,Minor,65,51,55,73,0,14,3,1374.58117,68,20.21443
171,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,90,A,Minor,60,13,53,4,0,21,4,94.18647,7,13.45521
172,Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,85,F,Major,55,42,53,17,0,22,3,1788.32644,133,13.44606
173,Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,180,D#,Major,33,38,71,20,0,28,5,1840.36462,146,12.60524
174,ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,166,C#,Major,57,84,94,11,0,37,9,143.57378,8,17.94672
175,Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,160,G#,Major,71,40,50,16,0,16,22,684.67581,86,7.96135
176,Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,160,G,Major,65,95,80,5,0,41,16,1113.83887,121,9.20528
177,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,92,D,Major,70,81,63,4,0,8,4,1267.33335,133,9.52882
178,SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,170,0,Major,56,53,64,11,0,45,6,726.30747,21,34.58607
179,Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,96,C#,Minor,83,93,65,58,0,9,8,3562.54389,85,41.91228
180,Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,120,G#,Major,67,40,52,86,0,12,4,1131.09094,111,10.19001
181,Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,98,0,Major,70,37,54,6,0,9,8,307.37014,11,27.94274
